場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷
阪神,3,未勝利,ダート,1800,良,7,タガノアバンドーネ,2歳,吉村誠之,角田晃一,中距離,右回り,,モズアスコット,休明初戦,距離延長
阪神,3,未勝利,ダート,1800,良,8,ヴィエントデコラ,2歳,小沢大仁,寺島良,中距離,右回り,,ルヴァンスレーヴ,,距離延長
阪神,3,未勝利,ダート,1800,良,9,ココラッシー,2歳,和田竜二,西園翔太,中距離,右回り,,ゴールドドリーム,,距離延長
阪神,3,未勝利,ダート,1800,良,10,レッドファイブ,2歳,岡田祥嗣,安田翔伍,中距離,右回り,,ダノンスマッシュ,,距離延長
阪神,3,未勝利,ダート,1800,良,11,ワンダフルデイズ,2歳,川田将雅,高橋義忠,中距離,右回り,,ルーラーシップ,,距離短縮
阪神,4,未勝利,ダート,1400,良,1,ハイラブレジェンド,2歳,永島まな,荒川義之,短距離,右回り,,リアルスティール,,距離短縮
阪神,4,未勝利,ダート,1400,良,2,モズガネシア,2歳,松若風馬,中尾秀正,短距離,右回り,,モズアスコット,,
阪神,4,未勝利,ダート,1400,良,3,イルカンダ,2歳,小崎綾也,小崎憲,短距離,右回り,,クリソベリル,連闘,
阪神,4,未勝利,ダート,1400,良,4,ツーエムボヌール,2歳,城戸義政,本田優,短距離,右回り,,モズアスコット,連闘,
阪神,4,未勝利,ダート,1400,良,5,アーサーバローズ,2歳,小沢大仁,寺島良,短距離,右回り,,キセキ,,距離短縮
阪神,4,未勝利,ダート,1400,良,6,グリッタードール,2歳,田口貫太,大橋勇樹,短距離,右回り,,サトノダイヤモンド,休明初戦,距離延長
阪神,4,未勝利,ダート,1400,良,7,ジュディーイメル,2歳,松山弘平,武英智,短距離,右回り,,アドマイヤマーズ,,距離延長
阪神,4,未勝利,ダート,1400,良,8,モンサンゴールデン,2歳,池添謙一,中竹和也,短距離,右回り,,シルバーステート,,距離短縮
阪神,4,未勝利,ダート,1400,良,9,オーケートムボーイ,2歳,古川吉洋,奥村豊,短距離,右回り,,シニスターミニスター,,距離短縮
阪神,4,未勝利,ダート,1400,良,10,スマートジュリアス,2歳,武豊,中村直也,短距離,右回り,,モズアスコット,,
阪神,4,未勝利,ダート,1400,良,11,キンダープンシュ,2歳,坂井瑠星,大久保龍,短距離,右回り,,モーリス,,
阪神,4,未勝利,ダート,1400,良,12,ワイドアルバ,2歳,吉村誠之,藤野健太,短距離,右回り,,タワーオブロンドン,,距離延長
阪神,4,未勝利,ダート,1400,良,13,トーアウィリアム,2歳,酒井学,牧田和弥,短距離,右回り,,アポロキングダム,,
阪神,5,新馬,芝,1800,良,1,バークシャーシチー,2歳,松若風馬,牧田和弥,中距離,右回り,,モズアスコット,,
阪神,5,新馬,芝,1800,良,2,レッドホット,2歳,吉村誠之,河嶋宏樹,中距離,右回り,,キズナ,,
阪神,5,新馬,芝,1800,良,3,ストラドーネ,2歳,松山弘平,中竹和也,中距離,右回り,,マインドユアビスケッツ,,
阪神,5,新馬,芝,1800,良,4,イルミナジーティー,2歳,藤岡佑介,西園翔太,中距離,右回り,,シュヴァルグラン,,
阪神,5,新馬,芝,1800,良,5,パンキー,2歳,長岡禎仁,茶木太樹,中距離,右回り,,ウインブライト,,
阪神,5,新馬,芝,1800,良,6,コスモフィレンツェ,2歳,和田竜二,北出成人,中距離,右回り,,コントレイル,,
阪神,5,新馬,芝,1800,良,7,クランズクラウン,2歳,西村淳也,杉山晴紀,中距離,右回り,,アドマイヤマーズ,,
阪神,5,新馬,芝,1800,良,8,イサギ,2歳,坂井瑠星,小椋研介,中距離,右回り,,リアルスティール,,
阪神,5,新馬,芝,1800,良,9,ウォーターコトノハ,2歳,菱田裕二,岡田稲男,中距離,右回り,,ゴールドアクター,,
阪神,6,新馬,ダート,1800,良,1,ブランドブラン,2歳,川田将雅,杉山晴紀,中距離,右回り,,Frosted,,
阪神,6,新馬,ダート,1800,良,2,サリカリーフォリア,2歳,松山弘平,橋口慎介,中距離,右回り,,クリソベリル,,
阪神,6,新馬,ダート,1800,良,3,アルファローバ,2歳,和田竜二,小栗実,中距離,右回り,,ドレフォン,,
阪神,6,新馬,ダート,1800,良,4,ユーアーフラワー,2歳,長岡禎仁,茶木太樹,中距離,右回り,,ダノンプレミアム,,
阪神,6,新馬,ダート,1800,良,5,カフジエメンタール,2歳,坂井瑠星,矢作芳人,中距離,右回り,,ポエティックフレア,,
阪神,6,新馬,ダート,1800,良,6,ゴディアンフィンチ,2歳,横山典弘,安田翔伍,中距離,右回り,,シスキン,,
阪神,6,新馬,ダート,1800,良,7,ファントムヴォルト,2歳,吉村誠之,松下武士,中距離,右回り,,クリソベリル,,
阪神,6,新馬,ダート,1800,良,8,ボクマダネムイヨ,2歳,西村淳也,東田明士,中距離,右回り,,クリソベリル,,
阪神,6,新馬,ダート,1800,良,9,ワイドバヴァール,2歳,武豊,奥村豊,中距離,右回り,,ナダル,,
阪神,7,自己条件,芝,2000,良,1,フララナキラ,3歳,坂井瑠星,田中克典,中距離,右回り,,サトノクラウン,休明初戦,
阪神,7,自己条件,芝,2000,良,2,ロケベンドラ,3歳,北村友一,西園翔太,中距離,右回り,,イスラボニータ,休明初戦,
阪神,7,自己条件,芝,2000,良,3,ファームツエンティ,5歳以上,高倉稜,北出成人,中距離,右回り,,キズナ,休明2走,
阪神,7,自己条件,芝,2000,良,4,ルミエールドゥース,4歳,川端海翼,緒方努,中距離,右回り,,ハーツクライ,休明3走,
阪神,7,自己条件,芝,2000,良,5,アラベラ,3歳,松山弘平,上村洋行,中距離,右回り,,ロードカナロア,,
阪神,7,自己条件,芝,2000,良,6,プロスペクト,4歳,小沢大仁,小栗実,中距離,右回り,,リオンディーズ,,
阪神,7,自己条件,芝,2000,良,7,ダノンジャガー,3歳,荻野極,池江泰寿,中距離,右回り,,キズナ,,
阪神,7,自己条件,芝,2000,良,8,レジェンドシップ,5歳以上,武豊,佐藤悠太,中距離,右回り,,ゴールドシップ,休明初戦,
阪神,7,自己条件,芝,2000,良,9,ワイドモヒート,4歳,浜中俊,藤岡健一,中距離,右回り,,リアルスティール,休明初戦,距離延長
阪神,7,自己条件,芝,2000,良,10,フォーキャンドルズ,3歳,松本大輝,本田優,中距離,右回り,,エピファネイア,,距離延長
阪神,7,自己条件,芝,2000,良,11,スワローサプライズ,3歳,和田陽希,杉山晴紀,中距離,右回り,,エピファネイア,連闘,距離短縮
阪神,7,自己条件,芝,2000,良,12,レーヌマロン,3歳,吉村誠之,小栗実,中距離,右回り,,スワーヴリチャード,休明初戦,距離短縮
阪神,7,自己条件,芝,2000,良,13,キーパフォーマー,4歳,西村淳也,佐々木晶,中距離,右回り,,キタサンブラック,,
阪神,8,自己条件,ダート,1800,良,1,ハギノコラソン,3歳,坂井瑠星,寺島良,中距離,右回り,,ミッキーアイル,,
阪神,8,自己条件,ダート,1800,良,2,アイスリーディング,3歳,松本大輝,小笠倫弘,中距離,右回り,,サンダースノー,,
阪神,8,自己条件,ダート,1800,良,3,ラブアンドラッキー,4歳,中井裕二,本田優,中距離,右回り,,カリフォルニアクローム,,
阪神,8,自己条件,ダート,1800,良,4,コンテナライン,3歳,吉村誠之,高柳大輔,中距離,右回り,,ドゥラメンテ,,距離延長
阪神,8,自己条件,ダート,1800,良,5,ハイウェイスター,4歳,川田将雅,宮本博,中距離,右回り,,アメリカンペイトリオット,,
阪神,8,自己条件,ダート,1800,良,6,ヒヒーン,4歳,酒井学,須貝尚介,中距離,右回り,,ジャスタウェイ,休明初戦,距離延長
阪神,8,自己条件,ダート,1800,良,7,アリストクラシア,4歳,松山弘平,吉岡辰弥,中距離,右回り,,ハーツクライ,休明2走,
阪神,8,自己条件,ダート,1800,良,8,オリジナルファイン,3歳,国分恭介,清水久詞,中距離,右回り,,パイロ,,
阪神,8,自己条件,ダート,1800,良,9,フクキタテーラー,3歳,菱田裕二,緒方努,中距離,右回り,,ルヴァンスレーヴ,休明初戦,
阪神,8,自己条件,ダート,1800,良,10,メラヴィリオーザ,5歳以上,柴田裕一,秋山真一,中距離,右回り,,ディーマジェスティ,,距離延長
阪神,8,自己条件,ダート,1800,良,11,サラサラヘアー,3歳,鷲頭虎太,前川恭子,中距離,右回り,,ゴールデンマンデラ,連闘,
阪神,8,自己条件,ダート,1800,良,12,ブラックドレス,4歳,永島まな,谷潔,中距離,右回り,,ブラックタイド,,
阪神,8,自己条件,ダート,1800,良,13,アルマヴィーナス,3歳,古川奈穂,中舘英二,中距離,右回り,,サトノダイヤモンド,,距離延長
阪神,9,自己条件,芝,1200,良,1,カツラノキサノキ,4歳,田口貫太,庄野靖志,短距離,右回り,,リオンディーズ,休明初戦,
阪神,9,自己条件,芝,1200,良,2,スマートジェイナ,5歳以上,吉村誠之,加藤公太,短距離,右回り,,ロードカナロア,休明3走,
阪神,9,自己条件,芝,1200,良,3,アスクドリームモア,5歳以上,岩田康誠,藤原英昭,短距離,右回り,,キズナ,,
阪神,9,自己条件,芝,1200,良,4,ルソレイユ,5歳以上,亀田温心,北出成人,短距離,右回り,,ビッグアーサー,休明2走,距離延長
阪神,9,自己条件,芝,1200,良,5,ハピアーザンエバー,4歳,秋山稔樹,羽月友彦,短距離,右回り,,リオンディーズ,休明初戦,距離延長
阪神,9,自己条件,芝,1200,良,6,ドナウパール,5歳以上,西村淳也,斉藤崇史,短距離,右回り,,エピファネイア,,
阪神,9,自己条件,芝,1200,良,7,ズバットマサムネ,4歳,川又賢治,杉山佳明,短距離,右回り,,キンシャサノキセキ,連闘,
阪神,9,自己条件,芝,1200,良,8,アスティスプマンテ,4歳,小沢大仁,佐藤悠太,短距離,右回り,,ロードカナロア,休明2走,
阪神,9,自己条件,芝,1200,良,9,ヒーローインチーフ,4歳,富田暁,吉田直弘,短距離,右回り,,ディスクリートキャット,,
阪神,9,自己条件,芝,1200,良,10,ボンヌソワレ,3歳,川田将雅,宮田敬介,短距離,右回り,,レイデオロ,,
阪神,10,自己条件,芝,2200,良,1,ヴォランテ,5歳以上,吉村誠之,羽月友彦,中距離,右回り,,サトノクラウン,休明初戦,距離短縮
阪神,10,自己条件,芝,2200,良,2,ハニーコム,4歳,武豊,蛯名正義,中距離,右回り,,シルバーステート,,距離延長
阪神,10,自己条件,芝,2200,良,3,タイセイフェリーク,5歳以上,藤懸貴志,田中克典,中距離,右回り,,ミッキーロケット,,
阪神,10,自己条件,芝,2200,良,4,シャンデルナゴル,5歳以上,富田暁,石坂公一,中距離,右回り,,サトノダイヤモンド,,距離延長
阪神,10,自己条件,芝,2200,良,5,シャイニングソード,4歳,川田将雅,中内田充,中距離,右回り,,Frankel,休明初戦,距離短縮
阪神,10,自己条件,芝,2200,良,6,レミージュ,5歳以上,北村友一,井上智史,中距離,右回り,,キズナ,休明2走,距離延長
阪神,10,自己条件,芝,2200,良,7,チルカーノ,4歳,亀田温心,高野友和,中距離,右回り,,ハービンジャー,休明2走,距離延長
阪神,10,自己条件,芝,2200,良,8,ウインルーティン,5歳以上,小沢大仁,長谷川浩,中距離,右回り,,ゴールドシップ,休明初戦,
阪神,10,自己条件,芝,2200,良,9,ファミリータイム,4歳,松山弘平,石坂公一,中距離,右回り,,リアルスティール,,
阪神,11,重賞,芝,2400,良,1,ライトトラック,3歳,和田竜二,友道康夫,長距離,右回り,,キタサンブラック,休明初戦,距離延長
阪神,11,重賞,芝,2400,良,2,ジョバンニ,3歳,松山弘平,杉山晴紀,長距離,右回り,,エピファネイア,休明初戦,
阪神,11,重賞,芝,2400,良,3,アルマデオロ,3歳,武豊,清水久詞,長距離,右回り,,レイデオロ,,距離短縮
阪神,11,重賞,芝,2400,良,4,ジョイボーイ,3歳,藤岡佑介,四位洋文,長距離,右回り,,レイデオロ,,距離短縮
阪神,11,重賞,芝,2400,良,5,ショウヘイ,3歳,坂井瑠星,友道康夫,長距離,右回り,,サートゥルナーリア,休明初戦,
阪神,11,重賞,芝,2400,良,6,サンライズバブル,3歳,池添謙一,新谷功一,長距離,右回り,,ゴールドシップ,休明初戦,
阪神,11,重賞,芝,2400,良,7,ボンドロア,3歳,横山典弘,松永幹夫,長距離,右回り,,サートゥルナーリア,,距離短縮
阪神,11,重賞,芝,2400,良,8,パッションリッチ,3歳,西村淳也,久保田貴,長距離,右回り,,ドゥラメンテ,休明2走,距離延長
阪神,11,重賞,芝,2400,良,9,デルアヴァー,3歳,荻野極,松永幹夫,長距離,右回り,,Frankel,休明初戦,距離延長
阪神,11,重賞,芝,2400,良,10,エリキング,3歳,川田将雅,中内田充,長距離,右回り,,キズナ,休明初戦,
阪神,12,自己条件,ダート,1400,良,1,ディクレアブルーム,5歳以上,永島まな,辻野泰之,短距離,右回り,,デクラレーションオブウォー,休明初戦,
阪神,12,自己条件,ダート,1400,良,2,キタノブライド,5歳以上,国分優作,坂口智康,短距離,右回り,,マクフィ,,
阪神,12,自己条件,ダート,1400,良,3,アラナコア,4歳,菱田裕二,田中克典,短距離,右回り,,ブリックスアンドモルタル,休明2走,
阪神,12,自己条件,ダート,1400,良,4,オコタンペ,4歳,武豊,須貝尚介,短距離,右回り,,ニューイヤーズデイ,休明3走,距離短縮
阪神,12,自己条件,ダート,1400,良,5,アレ,4歳,西村淳也,中内田充,短距離,右回り,,シルバーステート,休明初戦,
阪神,12,自己条件,ダート,1400,良,6,ホウショウマリス,3歳,小沢大仁,井上智史,短距離,右回り,,ドレフォン,,距離延長
阪神,12,自己条件,ダート,1400,良,7,ペプチドハドソン,5歳以上,古川吉洋,小椋研介,短距離,右回り,,モーリス,,距離延長
阪神,12,自己条件,ダート,1400,良,8,リメンバーヒム,3歳,吉村誠之,浜田多実,短距離,右回り,,コパノリッキー,,
阪神,12,自己条件,ダート,1400,良,9,メイショウコギク,5歳以上,太宰啓介,石橋守,短距離,右回り,,サトノクラウン,休明3走,
阪神,12,自己条件,ダート,1400,良,10,エリカドリーム,5歳以上,富田暁,佐藤悠太,短距離,右回り,,ロードカナロア,,
阪神,12,自己条件,ダート,1400,良,11,レッドダンルース,5歳以上,坂井瑠星,福永祐一,短距離,右回り,,リアルスティール,,距離短縮
阪神,12,自己条件,ダート,1400,良,12,アンズアメ,3歳,松山弘平,高柳大輔,短距離,右回り,,ドレフォン,休明初戦,
阪神,12,自己条件,ダート,1400,良,13,コスモストーム,3歳,秋山稔樹,北出成人,短距離,右回り,,デクラレーションオブウォー,休明初戦,
阪神,12,自己条件,ダート,1400,良,14,メイショウザンゲツ,4歳,和田竜二,鈴木孝志,短距離,右回り,,ダノンレジェンド,休明初戦,
阪神,12,自己条件,ダート,1400,良,15,ダノンフィーゴ,3歳,川田将雅,友道康夫,短距離,右回り,,Into Mischief,休明初戦,
阪神,12,自己条件,ダート,1400,良,16,リネアグローリア,4歳,酒井学,小崎憲,短距離,右回り,,モーニン,休明初戦,
